"id","name","genres","popularity","followers","degree"
"1yShtQaHjChbToQboKRzgH",ShockOne,"australian dance,dancefloor dnb",45,61154,3
"3gkGhLkCTEmfGy095Wum3s",Sir Speedy,"latin hip hop,perreo,reggaeton,reggaeton flow",45,59956,3
"4sUMXGoB71qnOF7H691QGj",Peso Peso,"houston rap,texas latin rap",45,57332,3
"6ilmWgqASE3c1iRqM6kgou",Slim,uk hip hop,45,53387,3
"5kLzaeSHrmS7okc5XNE6lv",Butch,"acid techno,frankfurt electronic,german techno,minimal tech house,minimal techno",45,50399,3
"6nlHpSAfPX5rJCuRKF2997",Chavo,cloud rap,45,50284,3
"3OrXU7Z906hHdbG5fTQ6Ef",Lil Bean,cali rap,45,49316,3
"65QlWmtWjcK3CPBung0ATT",Rimzee,uk hip hop,45,49098,3
"1xfLBmx0n8DQri9HxJsq9O",Kryder,"dutch house,electro house,progressive electro house,progressive house",45,44904,3
"1E1u1P7Fse6SKnETGdo6XK",Evil Ebenezer,"bc underground hip hop,canadian hip hop,canadian old school hip hop,canadian underground hip hop,outer hip hop",45,43174,3
"36zSkwftotDHslP3KUQpew",MED,alternative hip hop,45,39677,3
"3e3y36WvzuMeXpTf282KKW",Galindo Again,reggaeton flow,45,39408,3
"7LiVklVR1325BIOqD9kykr",CLMD,norwegian pop,45,33943,3
"6D36JCiONtO40ykvT5RBec",Goom Gum,melodic techno,45,30207,3
"1SLFnlhgHr5lExgdr6YeoL",In-Grid,"",45,29864,3
"7LPqtwClp78XM85lJWaiKQ",G.T.,"detroit hip hop,scam rap",45,29407,3
"3orxvFDFViCLknRO2O2m8a",Don Jazzy,"",45,26898,3
"6B4RvAzPbZcxMjhZvFSDis",Boris Way,new french touch,45,26621,3
"0TgZuVgRBjg6iLkZafbfmr",FooR,"bass house,bassline,old school bassline",45,26575,3
"029uS2pMvwk0TsIUTHkyyw",Amaro,reggaeton flow,45,25416,3
"1jiZvw42D4oquLl24x2VWV",Lefty Gunplay,"",45,16772,3
"3StB6ddX8vfwCGVD9HlNUw",Take A Daytrip,"",45,16648,3
"0qCKd5vRDMRi4KdWsOe8T6",Sonny Flame,romanian pop,45,16591,3
"7u4ayw4QFEsolPxZgnPAMT",Jonasu,"dutch edm,uk dance",45,16181,3
"71GRU9wS94BTdNwQWRMJV6",Heleen,"",45,8941,3
"2SNg8nqwOHF1eZgRnL9zes",Rob Swire,"",45,7597,3
"5Z3k52rtOTnOnvFHoKNHEN",The Flexican,moombahton,45,6499,3
"3hPFJ4ShHVEAaL689YeblD",EMPIRE,afrobeats,45,6379,3
"0hEeBhTVYUKs2B4PY2IdMB",Conor Byrne,"",45,4709,3
"3EtuDyQhDQYISGg1DU5qZj",Mr. Collipark,"atl hip hop,atlanta bass",45,2759,3
"3xryEc7ue6lV1kr3dp5PXY",Young World,trap brasileiro,45,2738,3
"3bhEBhrSsz74SsgjRe1z6d",KHEMIS,tropical house,45,2087,3
"4y08hdBM8X8dh1Ik7eWZFg",Hanno,covertronica,45,1388,3
"6fHE8xZBCxzwer9DIbOmv4",Boohle,"amapiano,south african r&b",44,864834,3
"6HwxMgE895sejjGFin9Gvm",Samthing Soweto,"afro soul,south african pop,south african pop dance",44,739471,3
"0IpLJsvZHA1op1pw8GAoPu",Valesca Popozuda,"funk carioca,funk das antigas,funk pop",44,725449,3
"2YXlVLKq3X3soXd2aXUtIT",JAMIE,k-pop,44,690388,3
"6qFbBE8ubS4NxtxVPytxG5",Mc Pikachu,"funk carioca,funk ostentacao",44,666800,3
"38XiDu0kK3Z5jdHUDqBzNT",Lil Kesh,"afrobeats,afropop,nigerian hip hop,nigerian pop",44,602124,3
"3L4ZO0ZaSe1qeucpQK8tBR",DJ Neptune,"afrobeats,afropop,nigerian hip hop,nigerian pop",44,557037,3
"5ywjxFhmhHGQBsK3DundNf",Peruzzi,"afrobeats,dancehall,nigerian pop",44,483880,3
"4ke9HXbejpYVMhbOjSa4le",Lil Gotit,"atl trap,trap",44,403979,3
"4oQyXxDBq8FBhsjjS7MbcM",Cheque,"afrobeats,nigerian pop",44,376719,3
"4SjND9kT6Ja5TSPZTyUUab",Starlito,"nashville hip hop,tennessee hip hop,trap",44,358623,3
"4TqmaFJYM8SvuhrunxpmT3",Spice 1,"g funk,west coast rap",44,352889,3
"5FWi1mowu6uiU2ZHwr1rby",Feed Me,"brostep,complextro,edm,electro house,filthstep",44,341714,3
"5mYWkDD4b1eM4ZjFq5axxs",Aidonia,"dancehall,reggae fusion,traphall",44,336028,3
"6egY1uh8HjHy6TrD0qmQNN",Myztro,"amapiano,barcadi,quantum sound",44,298390,3
"7a4td2FhkuH58dApiBvnrv",Julian Marley,"modern reggae,reggae,roots reggae",44,293845,3
"4as3khXWaPjfkFdCA0JWMo",Jesse®,modern alternative pop,44,288079,3
"5KCph1z3jaSwhtwPzoYp6i",Body Count,"funk metal,groove metal,nu metal,political hip hop,rap metal,rap rock",44,284426,3
"1ixqGowpDM21RwyJmJ7hpv",Skales,"afrobeats,afropop,nigerian pop",44,251103,3
"5BhFZpE8kUGZJiKOsYjLQM",Yeek,"hyperpop,indie hip hop",44,226174,3
"1bpzpALZwOoKXzwMg2i8WB",Dirty South,"australian dance,dutch house,edm,electro house,pop dance,progressive electro house,progressive house",44,218854,3
"6CsleyOZtyt16saX8WhzDx",Brother Ali,"abstract hip hop,conscious hip hop,minnesota hip hop,political hip hop",44,217532,3
"5vfmmb3UHpuQWJ55JP9slk",Geko,"manchester hip hop,uk hip hop",44,207597,3
"1wo9h8DP7M0M1orKuGZgWv",Masta Ace,east coast hip hop,44,205002,3
"0KpCz7V5XRkqKuM1JDf56O",Cousin Stizz,"boston hip hop,underground hip hop",44,202096,3
"0zZJhc1T0zBurhnBwQ2fcu",Mark B.,"dembow,rap dominicano",44,197117,3
"1DLKitfb8fshL0DtCecRpY",Shawn Wasabi,social media pop,44,193754,3
"2SXhbucehn00OBVKhzxDyM",Erica Banks,trap queen,44,168446,3
"0XqLMMiljB30SqHKV9PYsD",Show Dem Camp,"afrobeats,alte,nigerian hip hop,nigerian pop",44,164785,3
"039zhJoEkboZ8Ii6K40Fb6",Avelino,"grime,uk hip hop",44,163882,3
"3JDG63cSaK3xgDnB2H55Xp",Audrey Mika,modern indie pop,44,163404,3
"658X86qMyJpSRY87oPvExU",Shelow Shaq,"dembow,rap dominicano",44,163290,3
"4zrB9WV6Z0iKKnGb1Pj0P2",AJ Rafael,viral pop,44,159174,3
"2NjfafEappzvGGGDdMRJMP",Azizi Gibson,"canadian hip hop,underground hip hop",44,158723,3
"2Sa4c9qKaI7ILJs8D6gUCh",Ghastly,"brostep,dubstep,electro house",44,153713,3
"0bm9qSmVJmT9CEukIhhZY5",Stefanie Heinzmann,"german pop,swiss pop",44,151706,3
"1ELUrmWBlXkqVabjVincQ6",Bassie,amapiano,44,151068,3
"6dXsR7VDJvXnF1LTZlwULx",Casanova,"brooklyn drill,nyc rap",44,150316,3
"1KeJhR0ENFviw187pD4LPT",Blu,alternative hip hop,44,148289,3
"2TLYSzGyVYkxAgYSCqUnQj",Jay Prince,"canadian hip hop,uk alternative hip hop,underground hip hop",44,143546,3
"1GwxXgEc6oxCKQ5wykWXFs",Prodigy,"hardcore hip hop,queens hip hop",44,137026,3
"7aw9e2RH6ESJ7umES2UbsU",Cryptic Wisdom,"country rap,military rap",44,136892,3
"6hBrJJrcYoNhvLC6KaFR4b",Eliminate,"dubstep,gaming dubstep",44,132393,3
"29bg2tYJCCyiuZdbsc9mFh",Jetlag Music,brazilian edm,44,132110,3
"2jbP92oFLWqPqogflK1wlW",Skream,"classic dubstep,future garage,uk bass",44,131010,3
"0CV4DAO1wV3ikZGYIkMtmh",John Cena,wrestling,44,129048,3
"6XJeFzmI6vrWyHcdB7EImP",andhim,"deep euro house,german house,minimal techno",44,125609,3
"7r8xR0LmnaAM623MmRDn1V",Max Frost,"austindie,indie poptimism",44,118955,3
"5sKvgmG84C0bIMWeS2SRPr",Brasstracks,nyc pop,44,117429,3
"4Ijr6oNjLibby38inghdKO",Visca,amapiano,44,109817,3
"2gyv1akuIB9fQvXoGSPaJr",Big Freedia,"bounce,escape room,lgbtq+ hip hop,new orleans rap,trap queen",44,106813,3
"290nCNEce1y6rfoJiO2rK7",Pa Salieu,"afroswing,uk alternative hip hop,uk hip hop",44,106297,3
"0Yb66lSgYL9MFYw6jUHCVD",Alexa Feser,german pop,44,104811,3
"7cTfr9nU9kwlKrVxwghbxN",Snowgoons,"flick hop,underground rap",44,104383,3
"1dbTwUlL11ZYdC1YAR07AM",Foggieraw,"christian trap,indie hip hop",44,104303,3
"67RWyN1fDOu7WuSTIi5hE7",Shaquille O'Neal,new jersey rap,44,101393,3
"4dkPtsX0xVdn8gZmdMdFuk",MC YOGI,"high vibe,kirtan,world fusion",44,99074,3
"6fK2hnSgfRPxR6sL975XQS",Apathy,"deep flow,flick hop,outer hip hop,underground rap",44,94211,3
"0fyaEHmSmZs2YWMgbruITA",Masiwei,"chinese hip hop,sichuanese hip hop",44,90946,3
"7F1l2kTBvOPGd8sF8nBEtv",Eurielle,fantasy,44,90302,3
"6h3iqdnfBKV2jRhUJz0oto",Terri,"afrobeats,nigerian pop",44,89185,3
"21AUdblPrTRzkvJn8FGrlk",NITTI,"brostep,electro house,electronic trap",44,87713,3
"4lC8Q0azW5ij2e1skZo377",Stonebank,"brostep,complextro,gaming edm",44,79524,3
"1ZJlXFkFDBsjSuYyjVcMkk",Chali 2na,"chicago rap,turntablism",44,75560,3
"3XYVGehxrRKN0Rt5Rp7e8w",Moxas,"meme rap,sad lo-fi,sad rap",44,73027,3
"0eHWAfgyxZWAKR6NZ8nsd9",Julio Voltio,latin hip hop,44,72566,3
"6q94KewnCnut4Ta36dCoaB",Jake Isaac,"folk-pop,indie anthem-folk",44,69695,3
"0nvdwVbj7NT1WL9P8JowLD",blackwave.,belgian hip hop,44,68989,3
"7eDFwYpqsAROCZibWYr5C1",Gloss Up,memphis hip hop,44,65696,3
"3xcx9CcYTM4M1890B8o9Bp",Donae'o,"azonto,grime,old school bassline,uk funky,uk hip hop",44,65576,3
"3yKIJWQ1SY3vzCTfBWAZ74",CB,"uk drill,uk hip hop",44,64432,3
"2fOvE1l01YyORhYzwoaLCM",Miraa May,"alternative r&b,uk contemporary r&b",44,59931,3
"26W6sq5yZeIhzfO6d8g9NJ",Yes-R,dutch hip hop,44,59735,3
"1aNtFg4D7HdF8jOppyKpUS",Pastor Mike Jr.,"",44,58402,3
"4bwxkkA3AAwyymVwXjxz0F",Big Noyd,"hardcore hip hop,queens hip hop",44,54610,3
"7Kh6SBEGtFtqjYo5bN0ACG",Young Martino,"reggaeton flow,trap latino,urbano latino",44,52004,3
"4knZcINThe7rbCYx0FVewG",ZayBang,cali rap,44,50364,3
"1VBAKMui4zm5MnBWNn3NbL",Devault,vapor twitch,44,47114,3
"2K5llYyoLmzpOcbVuOY1ls",Baby Do Brasil,"mpb,pop nacional antigas,rock nacional brasileiro",44,43843,3
"1AMm82jgWgkDpczxW5DMjn",Baby Money,detroit hip hop,44,38678,3
"75YeSAKC6xPhgkjnltCmGB",HOL!,"dubstep,gaming dubstep",44,36957,3
"5ZmJ7jcRLF7C06UMrFI1C8",Leaf Ward,"philly drill,philly rap",44,36139,3
"5fds40CKwV1XZgn3IH89Gd",ShaunMusiq & Ftears,"amapiano,quantum sound",44,31335,3
"4rojTfP5nRkmYpdSbWQgV4",Death Stranding: Timefall,video game music,44,28833,3
"2s7Oijd4mFGgEkhYJtf3sJ",Shane Codd,uk dance,44,26718,3
"5bNvSO3b75SGJrx0kOt996",Justin Hawkes,chill breakcore,44,24887,3
"2XNwtpu314ZSFziTt0ZqZT",Minz,"afrobeats,nigerian pop",44,22127,3
"5727wMPGcNsG22DBboWpX6",Nascent,"indie hip hop,indie r&b",44,14853,3
"1D9XQXqh4YQfJwX7hyLWwr",Sleepy Tom,"canadian electronic,pop edm",44,14687,3
"1OzGBMZ8rp73R6DWx0IUr5",Diamond Pistols,"",44,14417,3
"79Sxz4bJeibdabevi9PAVi",Mohead Mike,"",44,13965,3
"76yeOnINtQSXyoEHbkYmtY",Drew Love,"",44,13342,3
"3xE5Mbgql6pnTTaTifw8UX",Notnice,"dancehall,jamaican dancehall",44,12519,3
"2Y4AFMyyarPFVfz9o2CRo2",Benji.,pittsburgh rap,44,11408,3
"3dIPaddbWppnquuPkcYVDg",BBC Concert Orchestra,"british orchestra,orchestra",44,10287,3
"4hg56haGFxxnKEt3AkW3fo",VARGENTA,covertronica,44,10205,3
"635Ty89ihpkpWMkLQ7dlsp",Aaron Richards,"",44,9967,3
"6UwezAoo5IVh7Ned3j5eVP",Thais Macedo,samba moderno,44,6867,3
"4iRmNYPp7K9YaLrQXohMPr",KTIZO,"",44,5831,3
"4jE7aARJBLLaGyKNhEm6jk",Cypress Moreno,westcoast flow,44,4733,3
"53IIk03HWWJ2Z7QwQ9yFHh",Billie Essco,buffalo hip hop,44,4477,3
"41Bwy7d6vdqhuKe0Rw5wes",Sped-O,sped up,44,4418,3
"1o9x7ez0NvhDb7gBqrYnUj",B-Case,pop edm,44,3448,3
"3Lhhz2OmsLzPNnSrhij4XB",Mary Jensen,"",44,1259,3
"45Hr5etuwmSx4gSyn5qSeW",MC Dede,"funk carioca,funk ostentacao,funk paulista",43,995863,3
"3Px6IenueysHsgCQf9xFVr",Kwesta,"afro soul,kasi rap,south african hip hop,south african pop",43,739187,3
"15Dh5PvHQj909E0RgAe0aN",Nivea,"atl hip hop,contemporary r&b,hip pop,r&b,urban contemporary",43,725880,3
"6I6t21SFbxZ7RbQgD5dN7U",Carl Thomas,"contemporary r&b,r&b,urban contemporary",43,669126,3
"3WilJWdCNLSU7fpYjiKb7v",Cassidy,"battle rap,hardcore hip hop,hip pop,philly rap,southern hip hop,trap",43,639494,3
"2HWXxzgBIr0RMSZmvMZeJU",Almighty Jay,trap,43,629795,3
"3D04N2X2w6vUGeyG94FBaY",Pastor Troy,"atl hip hop,crunk,dirty south rap,old school atlanta hip hop,southern hip hop,trap",43,571179,3
"772SIFJQiXTCfxncTK1UMn",Aaron Hall,"contemporary r&b,new jack swing,r&b",43,523573,3
"59NO6KX7wQCG7jGdtH1NtL",Raheem DeVaughn,"contemporary r&b,neo soul,new jack swing,r&b,urban contemporary",43,518563,3
"0jUNGuEa2n7yyld7KjsVVT",Sha Sha,"afro soul,south african pop,south african pop dance",43,479986,3
"4jWzNq3sdzSpqn7BnzvIKn",Memphis Bleek,east coast hip hop,43,395193,3
"0SAPzv3jNXclYYSHOnJyjg",Compton's Most Wanted,"g funk,west coast rap",43,386211,3
"51Pn4gGnZuyOMDfIT1Zy3N",The Underachievers,"psychedelic hip hop,underground hip hop",43,375542,3
"0t5qZrvVCo9YIUT87SQrTn",OJ Da Juiceman,"atl hip hop,dirty south rap,old school atlanta hip hop,trap",43,360778,3
"07Pw9XQo0hIwtKRrBwo0Rl",Brenda Fassie,"afro soul,afropop,kwaito,south african jazz,south african pop",43,358680,3
"4D0WfOUqTzqKysXt33VL3j",Michel'le,"contemporary r&b,new jack swing,r&b",43,297238,3
"46UxF4P7x9FUigK1O2sSsV",Brotha Lynch Hung,"horrorcore,sacramento hip hop,west coast rap",43,281565,3
"4xZTKft62AsF0SC3rAuYwJ",Coast Contra,"",43,237490,3
"1HQGhla3VNj1dBmKTtVT2t",Ookay,"brostep,dubstep,edm,electro house,electronic trap",43,233146,3
"63tficClWA0HEI8bnlbA2l",Otyken,siberian folk,43,231111,3
"5N47dnIfPuGH8kIHpf8gZK",Duncan Mighty,"afrobeats,afropop,naija old school,nigerian pop",43,227243,3
"645m90txZTycwJGdZTWscc",Playing For Change,musical advocacy,43,217733,3
"4m1yRHUMhvB8gKAJTjK4kO",Boombox Cartel,"brostep,electro house,electronic trap",43,214155,3
"0uZRjholJ0fVC2J9EvnYnj",Meshell Ndegeocello,neo soul,43,201951,3
"1J6iGa2TNBDCrJzjsnI1a8",Big Pokey,"chopped and screwed,crunk,dirty south rap,houston rap",43,195837,3
"5YI7PJwny5JsO7djczHwhP",Jarren Benton,"atl hip hop,deep underground hip hop,indie pop rap",43,195254,3
"4dvZ0abeUaiHm7Fu9Gj0PQ",Eptic,"brostep,dubstep,filthstep",43,192164,3
"7CWvyZsjuJlxfM8Le6B9nP",Hi-Rez,"indie pop rap,maga rap",43,184082,3
"6OkX55UMCw4Hgc5HM4zr7K",Ayọ,neo soul,43,176957,3
"0rzVUhvOIVNUbY6uKCpGfb",Luciana Mello,"mpb,samba paulista",43,174034,3
"2UBt0GWBuPVXlPisRvWzlD",Dead Prez,"alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,political hip hop",43,169018,3
"0Ek89uaJyo6NfWK22awFvI",VanJess,alternative r&b,43,167008,3
"79ehGac6casNGvc5n8XL7J",ARON,trap triste,43,159843,3
"4GcpBLY8g8NrmimWbssM26",Mndsgn,"abstract beats,indie soul,instrumental hip hop,synth funk,wonky",43,156839,3
"2gqMBdyddvN82dzZt4ZF14",Yola,"black americana,folk,new americana,uk americana",43,139566,3
"2pTCZ9C1fXdaVlv6d5EIXM",Chrome Sparks,"chillwave,glitch hop,indietronica,shimmer psych,vapor twitch,wonky",43,132379,3
"4p75GTNEXwsAAkpweMVtKo",monte booker,"indie hip hop,viral rap",43,129295,3
"1CztIa6fCQ0WmVPidXuwSs",iLe,"puerto rican pop,puerto rican rock",43,128410,3
"7orlzf5LTqSnCzURkZFebN",KAS:ST,french techno,43,127167,3
"4LXBFNxqvOcdBVpbgKn6op",iyla,"alternative r&b,pop soul",43,116290,3
"3s1xcekYgnSkBm8QK1uBYD",The Click,hyphy,43,114205,3
"3QnIBUOS4mUzs67rZ8r4c9",Lil Phat,"baton rouge rap,dirty south rap",43,111772,3
"0crMctn4iXaE3XCHpeBkOt",Patrice Roberts,"dancehall,soca",43,96719,3
"41yEdWozNYEzA2RfgYQHgr",CJ Fly,underground hip hop,43,94172,3
"6heMlLFM6RDDHRz99uKMqS",RetroVision,"gaming edm,pop edm,sky room",43,93750,3
"1ZyUXvaBXUsIZ3JD6jYGkt",Nyck Caution,"indie hip hop,underground hip hop",43,93062,3
"1Zq8pfBl4ejCMrWdeAdphc",Eddie Murphy,black comedy,43,91959,3
"6mMaqfhEcPjrR2FEKWVpOl",Soweto Gospel Choir,"gospel singers,south african choral,south african gospel",43,91336,3
"5XI6qfoZSiEYtmItjfEX1Q",O.C.,east coast hip hop,43,88374,3
"4WFtYn5RyU8VGPpPyW9Pxw",M-22,"house,pop dance",43,87756,3
"1fILrc9B34DjHxSMkJmyBN",Bossfight,"chiptune,speedrun",43,86485,3
"2d6ggH1oVt4z2zCuY2u5DW",Durand Bernarr,alternative r&b,43,84728,3
"5TAipisjquAkq2o7lzMJyc",MIKE DEAN,"",43,80523,3
"3CTYZXZSVMF5WkZLg43YLV",Overtime,"country rap,redneck",43,80356,3
"4xFadP7L1YVwVSjDDfjKjM",Snavs,"bass trap,danish electronic,electronic trap,traprun",43,75684,3
"2Xs5d841h62itOX9RuPjk2",Saviii 3rd,"cali rap,westcoast flow",43,73015,3
"1IiTy72Esd2mIfGuvsvdQB",Ay Em,"london rap,uk hip hop",43,65552,3
"4eQGLO5ExQniSLvj5NjW6m",LD,"uk drill,uk hip hop",43,64563,3
"5Il27M5JXuQLgwDgVrQMgo",Dimitri From Paris,disco house,43,62737,3
"2GH5uRMxmuAWn90B8DEZU3",Pham,bass trap,43,62011,3
"5L8p9kDnX2cgoI8VLUL2p4",BeatKing,houston rap,43,57626,3
"3b3DRCf7t5C5yV7WJrxvzo",Spodee,atl trap,43,44932,3
"0YSI1Vwzd1u7wO7p3md4qD",p-rallel,uk alternative hip hop,43,42180,3
"1mrrvBvbrm28iYaPlJ9mG5",Alex Adair,"deep tropical house,house,tropical house,uk dance",43,41784,3
"3OHnTiMsWYjSyj52aKmrBP",Kings Of The Rollers,"bass house,drum and bass",43,37672,3
"68CRxZTAqk19AznItZInip",Swifty Blue,"",43,36903,3
"2IEnjZsVDEPKUTxNinyqba",Tiffany Gouché,neo r&b,43,30044,3
"2cD4nVRakJU18WJCb2oVmy",RiskTakerLeek,memphis hip hop,43,28417,3
"0suokA0Exjok9HBfB0Oc3X",The Disco Boys,"german techno,pop house",43,26296,3
"6cHNKcqDykgDCRgnvKdSfK",Skrizzly Adams,heartland rock,43,26271,3
"6nYkQZXt1BPbVrmd4vAXJZ",Dj Gecko,cumbia editada,43,25654,3
"1I0tv3cE1cDIJvQpHyuCYN",Icandy,"",43,22030,3
"7zuoqJAXDtNaLzxxm4IShD",DJ Hoppa,deep underground hip hop,43,20720,3
"5WuoHUDzojO8oto22ahnwN",Lady Bee,"bass trap,moombahton",43,20474,3
"69Pm1OWlxk1tbYphlkcKHR",Laurell,canadian pop,43,17399,3
"3IrrjuvOPa1KFxq0Kk8pvN",Young Pink,indie hip hop,43,16265,3
"2oZq6t5DkE2BdGbD6x8RXh",Stay Flee Get Lizzy,"nottingham hip hop,uk hip hop",43,15398,3
"6b0TSaLAeLXilOPoId8udE",CLIPZ,uk dnb,43,12592,3
"46z8E62fwg6cqxCLNB1FrI",SQWAD,"bass house,bassline,tech house",43,12004,3
"2LRR1XoqMZ64hebNjiFJqj",Jean Carter,"",43,11925,3
"3SNKZ8uTQoSyMsUNqNBOD2",Kiko Franco,brazilian edm,43,10640,3
"5tXxrzPQRZ7UK2cAQNSQW2",andrei,romanian trap,43,9144,3
"0jd43OPsT2l0NAXUSBY7xC",AVA CROWN,hypertechno,43,9082,3
"4n7aqhk0RIdeWKkBxvhN72",Nektunez,"",43,8805,3
"3kgQWNZNpp8d8JQZhuKbPP",Topo La Maskara,dominican pop,43,5014,3
"4BThBqcTzRGFRvbddMykk7",Karma Child,"",43,3345,3
"0l6LU5NRvLTVeRDJZznwLX",Ava Silver,"",43,2035,3
"3d2n85YLj0M861ScqWEhmC",Mathew,trap boricua,43,1940,3
"4cX9ggFy3pBFNyJOoVQCHF",Suga T,g funk,43,1855,3
"4a5nlCkBsY0lZRYl5k3MnG",Ben Plum,covertronica,43,1647,3
"1uAxRk8YHpAKbwCG2xNlf8",Edubeatz,"",43,1192,3
"6pC3vnUgNVITdYMMXefi6D",WONHO,k-pop,42,839462,3
"6zDBeei6hHRiZdAJ6zoTCo",Tweet,"contemporary r&b,hip pop,neo soul,r&b,urban contemporary",42,600707,3
"6TC6ZeVdvCuBSn32h5Msul",DJ Screw,"chopped and screwed,crunk,dirty south rap,gangster rap,houston rap,trap",42,462577,3
"4FC2wXrDWr5lLCZeAUgfVn",DJ Tira,"afro soul,gqom,kwaito,south african house,south african pop",42,456570,3
"266SmBZTt4zRzaKEANWbfQ",Adina Howard,"contemporary r&b,r&b",42,434642,3
"0uNEy4544VZq2KOl7BsLuo",Lalah Hathaway,"contemporary r&b,neo soul,quiet storm,r&b,urban contemporary",42,426208,3
"2ZbWlThDW0qSbI3hinpl0w",MC Lyte,"alternative r&b,contemporary r&b,east coast hip hop,old school hip hop",42,407649,3
"4tyWwKFEbho8Vh4qczqbIo",Amanda Black,"afro soul,south african pop",42,389360,3
"5zYJziKktyqWwmoAWXrShP",Modestep,"brostep,filthstep",42,336536,3
"5cgtn5YWC3Fr06wTps1dBq",Goapele,"neo soul,r&b,urban contemporary",42,304775,3
"6f9bmfkqiYbhCtdAZsv7KI",Keith Ape,"korean trap,underground hip hop",42,300290,3
"06Qf6vq8AVIpE9XIw8LAsY",Lil Duke,atl trap,42,291964,3
"0CrCKxXekxMpkYfMEf8mca",Rebecca Ferguson,talent show,42,273838,3
"62s0EsXQNJEwy8fKZ386VU",Larry Gaaga,"afrobeats,afropop,igbo pop,nigerian pop",42,254654,3
"1wgY8huggK60P5nvYrwcYT",Asher Roth,indie pop rap,42,243020,3
"0tgjwsn1Lpjj8kKEvWm0KQ",Doctor P,"brostep,filthstep,moombahton",42,231380,3
"3MbrazQE12UdSdFunXcft1",Loren Gray,social media pop,42,212688,3
"36SRwzRkX5zW3ABjJrevqX",Dadá Boladão,brega funk,42,208731,3
"3ppZNqihWOzuH4A0f4KmeP",Gangsta Boo,"alternative r&b,dirty south rap,memphis hip hop",42,198273,3
"37ZvFp654tY74Z1D2TLOGR",Trombone Shorty,"jazz trombone,new orleans funk",42,186902,3
"3z0IVhtuFvt9VYUZGT98PU",Jay R,opm,42,185052,3
"4391zvuuIvVziLtsvq13Cu",Fernando Villalona,"merengue,merengue tipico,salsa",42,184612,3
"2x6jz70u3sZq75tW10akUW",Sean Price,"alternative hip hop,boom bap,detroit hip hop,hardcore hip hop,hip hop",42,182786,3
"76RrKpsvOmSKG8CIjROdSG",MiMS,pop rap,42,178290,3
"3bnpcWBcvlfq4hPFJjNPbz",SAFE,canadian hip hop,42,171932,3
"5CT7RBitS0e0u78T8tRBWQ",Missing Persons,"new romantic,new wave,new wave pop,synthpop",42,166383,3
"1Z3HvW1V35gdsbhY20SMoU",The Jacka,"cali rap,hyphy,oakland hip hop",42,160475,3
"7EA0bLf8dXCIUkwC3lnaJa",Cunninlynguists,"alternative hip hop,underground rap",42,158964,3
"6NAhbfEqeWELwfjH391Vz0",Bulova,"dembow,rap dominicano",42,157433,3
"2uYEU8bUQQ77Bk9HJJwxqx",Rubby Pérez,"merengue,merengue tipico,salsa",42,152065,3
"6AWdGez5g1jxpfl9XD4wI3",Amir Obe,trap soul,42,144929,3
"4NJo7JbXHgcLiitBFtWras",MashBeatz,"south african hip hop,south african trap",42,140330,3
"151BUVKmiB9rHDjIkgbeVE",Apollo Brown,"alternative hip hop,instrumental hip hop",42,135572,3
"3QAWvRmq1TMLuNtDKVyRaW",Odunsi (The Engine),"afrobeats,alte,nigerian pop",42,128811,3
"7xX15v6ahAkcT14kHfB9wB",True Damage,k-rap,42,126384,3
"0mO3Yf5XIPHfAbHh8yWLFk",PhaseOne,"deathstep,dubstep,filthstep,gaming dubstep",42,121010,3
"30QbUq31PEXAT4QFYZyBAM",Swollen Members,canadian old school hip hop,42,120910,3
"5vGXVYudNgm9E7jhXMM0Ro",Kid Quill,"indiana hip hop,indie pop rap",42,116459,3
"6NFWb2y6S7PH2yvs5xbO2y",Sticky Fingaz,hardcore hip hop,42,108411,3
"1XDkuk3pjmco8Mkd93Qxbu",Yasmin Levy,"sefardi,world",42,106719,3
"2zJ8chFLjiBHRNchfevMRI",SNBRN,"edm,electro house,house,pop dance,pop edm,uk dance",42,106227,3
"5IaDEj02UeuU9YQSunGWgG",Costa Titch,south african trap,42,103917,3
"7lkYBcrLM4JmVgeha1xNl6",Abstract,indie pop rap,42,102493,3
"1CUeN4GnHAGUk9nAXPorF4",Kodie Shane,"atl hip hop,trap queen",42,98015,3
"6VfeYClQyVUCPJdXb9jl3O",Evidence,alternative hip hop,42,96894,3
"2O2dI9lY9PnWtAa4OlrgMi",Pell,"deep underground hip hop,indie pop rap,underground hip hop",42,95121,3
"3IG49Dhngr903hQWOFzmlh",Big Homiie G,memphis hip hop,42,90856,3
"4zlw0jXUzd4dRcqI3Y1OiY",Boogie T,brostep,42,90053,3
"3EyOT8FSuINDoWYHfm8TIM",O'Kenneth,"afro drill,asakaa",42,87420,3
"0P54cVemq1DCHUfUMlWAoN",TOBi,"canadian contemporary r&b,canadian hip hop,indie hip hop",42,85603,3
"70paW48PtCtUjtndElrjrL",TIA RAY,"chinese jazz,mainland chinese pop",42,82818,3
"7eKI9e9Oa1muxmRwoY40kv",Lil Candy Paint,pluggnb,42,74168,3
"3mVwDyQRNVMy3ZNuTabf6f",Champagne Drip,"brostep,glitch hop",42,73300,3
"6bxjoq64Y0HTfMc4GIbpyJ",vf7,"rap romantico,urbano latino",42,72453,3
